player_name,Unnamed: 0,team_id,player_id,playing_time,goals,assists,own_goals,total_shots,shots_on_target,rfoot_shots,lfoot_shots,header_shots,fouls,offsides,yellow_cards,red_cards,total_passes,acc_passes,pass_accuracy,key_passes,interceptions,tackle,tackle_accuracy,clearances,successful_tackles,total_saves,successful_saves,save_rate
A. Aguilar,864,12430,4814,1920.0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0.67,0,0,1,0.0,0,0,0,0,0
A. Arroyo,829,17929,131602,1581.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.0,0,0,3,0.67,0,2,0,0,0
A. Badri,1122,32552,56188,11587.9,0,0,0,2,2,0,2,0,0,0,0,0,66,57,1.7200000000000002,0,9,19,1.35,2,13,0,0,0
A. Behich,1751,25479,184953,17195.5,0,0,1,2,0,1,1,0,4,0,1,0,164,135,2.4699999999999998,0,11,42,1.88,2,26,0,0,0
A. Beiranvand,1591,32520,714093,17744.5,0,0,0,0,0,0,0,0,0,0,0,0,39,31,2.38,0,0,1,1.0,0,1,10,8,0
A. Bouhaddouz,1061,32432,31454,2119.0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,2.0,0,1,3,2.0,1,3,0,0,0
A. Carrillo,1830,46782,210468,16395.1,1,0,0,3,2,2,1,0,2,1,0,0,101,81,2.39,2,5,67,2.05,0,45,0,0,0
A. Christensen,1773,23136,405309,16382.300000000001,0,0,0,0,0,0,0,0,2,0,0,0,148,141,2.85,0,18,12,2.67,13,11,0,0,0
A. Cooper,1173,35858,172822,11612.7,0,0,0,1,0,1,0,0,4,0,2,0,71,62,1.75,3,4,34,1.2999999999999998,0,22,0,0,0
A. Cornelius,1595,15424,270300,6056.9,0,0,0,1,1,0,0,1,2,0,0,0,17,10,1.18,1,1,15,1.16,0,11,0,0,0
A. Dzagoev,4,14358,101590,1440.0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0.88,0,0,4,1.0,0,4,0,0,0
A. Dzyuba,1353,43074,305007,12028.2,2,0,0,4,2,1,1,2,11,2,0,0,42,33,2.3899999999999997,1,4,50,1.75,2,28,0,0,0
A. Ekdal,1108,14094,41752,10268.9,0,0,0,0,0,0,0,0,2,0,1,0,83,74,1.65,0,6,19,1.35,1,13,0,0,0
A. El Kaabi,585,32432,1105110,6117.9,0,0,0,1,0,0,1,0,2,0,0,0,5,4,1.67,0,0,3,1.5,1,2,0,0,0
A. Finnbogason,1869,23517,113844,16407.1,1,0,0,5,2,3,2,0,7,0,1,0,49,39,2.4,0,7,41,1.7800000000000002,0,24,0,0,0
A. Godoy,1175,35858,172828,9671.7,0,0,0,1,0,0,1,0,4,0,1,0,78,71,1.82,0,7,16,1.29,1,10,0,0,0
A. Golovin,473,28716,515600,11448.4,1,2,0,2,1,2,0,0,7,0,1,0,81,61,1.5,0,10,54,1.21,0,32,0,0,0
A. Granqvist,1110,14094,42550,11717.9,1,0,0,3,2,2,0,1,3,0,0,0,87,78,1.7200000000000002,0,18,8,0.8300000000000001,8,3,0,0,0
A. Griezmann,1702,13254,11046,13226.4,1,0,0,8,5,4,4,0,3,1,0,0,94,68,2.12,2,1,20,2.49,0,17,0,0,0
A. Guardado,1031,30946,6768,8565.3,0,0,0,3,1,1,2,0,0,0,0,0,59,51,1.73,0,6,16,1.67,3,13,0,0,0
A. Gudmundsson,1069,7839,216568,603.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0,0,1,1.0,0,1,0,0,0
A. Gunnarsson,1897,23517,232563,15641.1,0,0,0,2,1,1,0,1,1,0,0,0,81,67,2.4299999999999997,0,10,30,1.7,2,17,0,0,0
A. Hakimi,1582,48648,1189425,17681.0,0,0,0,1,0,1,0,0,3,0,1,0,101,83,2.52,1,12,38,1.9699999999999998,8,25,0,0,0
A. Harit,81,16216,372915,5002.7,0,0,0,3,1,3,0,0,1,0,0,0,25,19,0.76,0,1,22,0.64,0,14,0,0,0
A. Iwobi,2015,50469,690060,4521.599999999999,0,0,0,4,0,3,1,0,1,0,0,0,24,20,2.81,0,2,9,1.17,1,5,0,0,0
A. Jahanbakhsh,1582,32520,238143,10630.7,0,0,0,2,1,2,0,0,5,0,1,0,44,29,1.9900000000000002,1,7,27,1.69,2,15,0,0,0
A. Kolarov,952,34644,16612,11843.7,1,0,0,2,1,0,2,0,3,0,0,0,67,49,1.45,0,11,14,1.36,1,9,0,0,0
A. Kramarić,1904,28794,208233,11768.6,0,0,0,4,0,2,1,1,1,3,0,0,69,56,2.36,1,1,19,1.82,1,12,0,0,0
A. Ljajić,955,34644,41882,6204.0,0,0,0,1,0,1,0,0,0,0,0,0,30,25,1.7000000000000002,0,0,13,1.71,0,11,0,0,0
A. Maâloul,1126,32552,241678,11587.9,0,0,0,0,0,0,0,0,1,0,0,0,100,85,1.7,0,9,13,1.21,3,8,0,0,0
A. Milik,427,13869,99452,4437.4,0,0,0,1,0,0,1,0,0,1,0,0,23,14,0.61,0,1,6,0.5,0,3,0,0,0
A. Mitrović,968,34644,256428,11332.3,1,0,0,10,3,3,0,7,5,1,1,0,32,24,1.51,0,5,38,1.5899999999999999,3,30,0,0,0
A. Mooy,1754,25479,187167,17195.5,0,0,0,3,0,2,1,0,4,0,0,0,189,165,2.6100000000000003,1,14,26,1.67,6,14,0,0,0
A. Musa,2009,50469,304818,13470.1,2,0,0,4,2,4,0,0,5,1,0,0,52,37,2.11,0,2,40,1.9100000000000001,1,28,0,0,0
A. N'Diaye,1298,38628,65586,9174.8,0,0,0,0,0,0,0,0,2,0,0,0,44,37,1.73,0,5,11,1.0699999999999998,2,6,0,0,0
A. Nabbout,722,16986,476110,8407.9,0,0,0,0,0,0,0,0,1,0,0,0,14,13,1.9100000000000001,0,0,9,1.35,0,6,0,0,0
A. Prijović,243,17322,50411,511.3,0,0,0,0,0,0,0,0,1,0,1,0,2,2,1.0,0,0,0,0.0,0,0,0,0,0
A. Rebić,828,19196,139232,8215.9,1,0,0,3,1,3,0,0,10,0,1,0,39,25,1.1800000000000002,1,4,44,1.24,0,27,0,0,0
A. Rodríguez,785,31188,140288,8687.3,0,0,0,1,0,0,0,1,1,0,0,0,55,53,1.93,0,7,10,1.4,1,7,0,0,0
A. Rukavina,241,17322,15214,561.3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1.0,0,0,2,0.5,0,1,0,0,0
A. Rüdiger,784,3148,14748,5942.7,0,0,0,0,0,0,0,0,2,0,0,0,83,79,0.95,0,2,5,0.2,3,1,0,0,0
A. Samedov,1356,43074,305097,15347.3,0,0,0,2,0,2,0,0,3,0,0,0,104,89,2.57,2,8,33,2.35,2,24,0,0,0
A. Santamaría,1663,31188,230706,8659.2,0,0,0,0,0,0,0,0,0,0,0,0,77,74,1.92,0,6,14,0.8800000000000001,2,7,0,0,0
A. Shehu,220,16823,265368,5757.7,0,0,0,0,0,0,0,0,1,0,0,0,35,33,0.94,0,11,7,0.57,3,4,0,0,0
A. Skúlason,815,15678,102254,1790.3,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.0,0,2,6,0.66,0,2,0,0,0
A. Traustason,1065,7839,57480,303.3,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0.0,0,0,0,0.0,0,0,0,0,0
A. Uribe,871,12430,91502,4030.2,0,0,0,1,1,1,0,0,1,0,0,0,34,30,0.88,0,3,14,0.5,0,7,0,0,0
A. Witsel,1082,11258,140246,11229.6,0,0,0,3,0,2,1,0,5,0,0,0,114,107,1.88,0,6,23,1.04,1,12,0,0,0
A. Young,1173,4826,15878,11665.2,0,0,0,1,0,1,0,0,3,0,0,0,91,81,1.78,0,6,15,1.0699999999999998,0,8,0,0,0
Abdallah Said,1437,48387,360501,14572.7,0,1,0,1,0,1,0,0,0,0,0,0,138,110,2.29,1,11,32,1.8399999999999999,1,20,0,0,0
Abdullah Al Mayouf,14,16521,122561,5802.5,0,0,0,0,0,0,0,0,0,0,0,0,30,27,0.9,0,3,0,0.0,0,0,7,2,0
Abdullah Otayf,1496,49563,418179,15732.8,0,1,0,2,0,2,0,0,3,0,0,0,263,241,2.74,0,16,42,1.81,3,26,0,0,0
Adrien Silva,1545,29715,211209,7410.4,0,0,0,1,0,1,0,0,2,0,1,0,107,101,1.72,1,6,16,1.3199999999999998,0,11,0,0,0
Ahmed Fathy,1434,48387,360468,17554.2,0,0,1,1,1,1,0,0,6,0,1,0,136,113,2.4699999999999998,0,18,61,1.62,8,33,0,0,0
Ahmed Hegazy,1426,48387,359853,17554.2,0,0,0,0,0,0,0,0,2,0,1,0,125,100,2.4,0,26,26,1.85,16,16,0,0,0
Al. Miranchuk,904,14358,262048,3670.7,0,0,0,0,0,0,0,0,1,0,0,0,19,13,0.68,0,0,6,0.83,0,5,0,0,0
Ali Al Bulayhi,530,16521,398219,5762.8,0,0,0,0,0,0,0,0,0,0,0,0,42,35,0.83,0,7,4,0.5,2,2,0,0,0
Ali Gabr,1449,48387,594360,17554.2,0,0,0,1,0,0,0,1,2,0,1,0,82,74,2.71,0,15,16,1.8599999999999999,14,10,0,0,0
Alisson,945,12760,428440,11850.2,0,0,0,0,0,0,0,0,0,0,0,0,26,26,2.0,0,4,0,0.0,0,0,2,1,0
Amr Warda,1458,48387,1166784,9778.5,0,0,0,2,0,1,1,0,1,0,0,0,57,38,2.01,0,10,21,2.43,3,17,0,0,0
André Silva,957,9905,135927,5885.6,0,0,0,1,0,1,0,0,1,1,0,0,24,21,0.88,0,0,10,0.8,1,8,0,0,0
B. Bereszyński,1315,27738,199666,5246.0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,1.6,0,4,13,0.5,1,6,0,0,0
B. Bjarnason,1872,23517,114252,17128.1,0,0,0,7,1,5,2,0,5,0,0,0,64,48,2.25,1,7,38,1.86,0,22,0,0,0
B. Džemaili,1000,13394,42338,10340.7,0,0,0,5,2,3,2,0,7,0,0,0,39,34,1.75,0,5,34,1.16,0,18,0,0,0
B. Embolo,1013,13394,565544,2480.7,0,0,0,1,1,1,0,0,1,0,0,0,9,5,0.62,0,1,14,1.07,1,8,0,0,0
B. Idowu,2012,50469,629376,14373.0,0,0,0,0,0,0,0,0,3,0,1,0,78,63,2.4699999999999998,0,11,32,2.26,0,24,0,0,0
B. Ivanović,950,34644,15782,11843.7,0,0,0,0,0,0,0,0,1,0,1,0,70,56,1.62,0,10,27,1.35,5,18,0,0,0
B. Matuidi,708,8836,50874,6887.7,0,0,0,1,0,0,1,0,4,0,1,0,43,33,1.56,0,3,30,0.9199999999999999,0,13,0,0,0
B. Mendy,1006,4418,26136,2683.0,0,0,0,0,0,0,0,0,0,0,0,0,34,26,0.76,0,4,5,0.6,0,3,0,0,0
B. N'Diaye,860,19314,207164,4857.4,0,0,0,1,0,1,0,0,1,0,0,0,23,15,0.65,2,3,8,0.75,0,6,0,0,0
B. Oviedo,659,16871,55982,5947.8,0,0,0,0,0,0,0,0,1,0,0,0,23,18,0.78,0,6,19,0.37,1,7,0,0,0
B. Pavard,721,8836,681292,11581.9,0,0,0,1,0,1,0,0,6,0,0,0,109,84,1.55,1,11,19,1.07,8,10,0,0,0
B. Pérez,1180,35858,227034,10286.900000000001,0,0,0,1,0,0,1,0,1,1,0,0,32,23,1.46,0,3,7,1.42,0,5,0,0,0
B. Ruiz,881,33742,22310,11924.5,0,0,0,1,0,0,1,0,2,0,0,0,88,70,1.58,1,10,34,1.13,0,19,0,0,0
B. Sigurðarson,1880,23517,163485,3433.6,0,0,0,0,0,0,0,0,1,0,0,0,13,10,2.62,0,0,4,1.5,0,3,0,0,0
B. Sævarsson,1877,23517,163353,17431.4,0,0,0,0,0,0,0,0,1,0,1,0,70,55,2.4,0,19,29,1.79,10,17,0,0,0
Bernardo Silva,1557,29715,797019,9506.7,0,0,0,0,0,0,0,0,1,0,0,0,48,35,2.42,1,6,37,2.03,2,24,0,0,0
Bruno Fernandes,597,19810,487176,5644.2,0,0,0,3,0,3,0,0,1,0,1,0,33,24,1.45,1,8,11,0.8300000000000001,0,5,0,0,0
C. Bacca,1262,24860,75662,2645.7,0,0,0,1,0,1,0,0,0,0,0,0,14,12,1.75,0,1,4,1.5,0,3,0,0,0
C. Bolaños,889,33742,111976,5015.3,0,0,0,0,0,0,0,0,0,1,0,0,33,25,1.3399999999999999,0,0,13,1.22,0,8,0,0,0
C. Borges,884,33742,102008,11924.5,0,0,0,2,0,2,0,0,1,0,0,0,86,75,1.74,0,9,13,1.02,4,7,0,0,0
C. Cueva,1851,46782,344439,16539.5,0,1,0,2,0,2,0,0,0,2,0,0,131,107,2.4699999999999998,6,8,44,2.14,1,32,0,0,0
C. Eriksen,1742,23136,162,17268.300000000003,1,1,0,8,3,5,3,0,1,0,0,0,111,86,2.34,1,8,40,1.54,4,22,0,0,0
C. Gamboa,886,33742,111954,10480.599999999999,0,0,0,2,1,2,0,0,2,0,0,0,65,49,1.4700000000000002,0,4,26,1.15,2,16,0,0,0
C. Kouyaté,1300,38628,75450,2280.6,0,0,0,0,0,0,0,0,1,0,0,0,12,10,1.8199999999999998,0,0,5,0.4,1,2,0,0,0
C. N'Doye,1294,38628,54824,2820.6,0,0,0,1,0,0,0,1,1,0,1,0,14,10,1.6,0,3,5,1.5,0,4,0,0,0
C. Pavón,1903,36822,856188,5669.4,0,0,0,1,0,1,0,0,1,0,0,0,35,24,2.0300000000000002,0,1,13,2.46,0,10,0,0,0
C. Ramos,1835,46782,343851,17346.5,0,0,0,1,0,0,1,0,0,1,0,0,118,103,2.63,1,13,25,1.77,10,15,0,0,0
C. Rodríguez,1452,47010,210285,7240.3,0,0,0,2,2,0,2,0,1,0,0,0,52,35,2.01,0,5,13,1.4100000000000001,0,6,0,0,0
C. Salcedo,1051,30946,510774,11461.4,0,0,0,0,0,0,0,0,2,0,0,0,87,78,1.75,0,20,9,1.05,12,5,0,0,0
C. Sánchez,937,43770,199198,7440.2,0,2,0,3,1,2,0,1,2,0,0,1,60,44,2.14,1,5,18,2.43,2,10,0,0,0
C. Tolisso,121,4418,209091,4694.2,0,0,0,0,0,0,0,0,2,0,1,0,66,58,0.88,0,5,6,0.5,1,3,0,0,0
C. Vela,1033,30946,7370,8145.299999999999,1,0,0,3,1,0,3,0,3,0,0,0,54,46,1.69,2,1,32,1.5,0,24,0,0,0
Casemiro,935,12760,81512,9628.1,0,0,0,3,2,2,0,1,1,0,1,0,126,114,1.8399999999999999,1,15,23,1.3900000000000001,3,16,0,0,0
Cristiano Ronaldo,1522,29715,9966,17672.4,4,0,0,15,6,13,1,1,3,1,1,0,78,67,2.53,2,6,37,2.43,5,29,0,0,0
Cédric Soares,1542,29715,211167,17672.4,0,0,0,0,0,0,0,0,7,0,1,0,137,103,2.25,2,15,41,1.87,4,25,0,0,0
D. Alli,374,2413,13484,4925.1,0,0,0,1,1,0,0,1,0,1,0,0,31,24,0.77,0,5,15,0.6,0,9,0,0,0
D. Arzani,1765,25479,1210839,4526.8,0,0,0,2,1,2,0,0,1,0,1,0,20,16,2.33,0,2,24,1.6,0,15,0,0,0
D. Boyata,1070,11258,16068,11535.4,0,0,0,0,0,0,0,0,2,0,0,0,116,109,1.8599999999999999,0,7,7,1.17,4,4,0,0,0
D. Bronn,1137,32552,591494,7251.9,1,0,0,1,1,0,0,1,1,0,0,0,49,40,1.5499999999999998,1,5,11,0.8300000000000001,2,5,0,0,0
D. Cheryshev,1338,43074,13539,11025.1,3,0,1,8,5,2,5,1,5,0,0,0,61,39,1.85,0,10,30,1.8,0,17,0,0,0
D. Colindres,233,16871,125273,1531.3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.0,0,1,5,1.0,0,5,0,0,0
D. Godín,1436,47010,10299,17402.5,0,0,0,2,1,1,0,1,3,1,0,0,162,142,2.64,1,10,32,2.0700000000000003,8,23,0,0,0
D. Guzmán,895,33742,250520,9429.2,0,0,0,0,0,0,0,0,6,0,1,0,71,59,1.63,0,12,25,1.12,6,14,0,0,0
D. Kownacki,1322,27738,480084,4936.0,0,0,0,2,1,0,1,1,2,0,0,0,21,14,1.42,0,0,17,1.01,0,7,0,0,0
D. Kuzyaev,1374,43074,662913,6138.2,0,0,0,1,0,1,0,0,4,0,0,0,40,37,2.79,0,4,13,1.1,1,7,0,0,0
D. Laxalt,1423,31340,232538,7960.0,0,0,0,1,0,0,1,0,2,0,0,0,64,51,1.63,0,0,11,0.94,0,5,0,0,0
D. Lovren,1892,28794,76179,13093.0,0,0,0,0,0,0,0,0,2,0,0,0,96,87,2.35,0,18,9,0.5,6,2,0,0,0
D. Mertens,1063,11258,244,10324.5,1,1,0,4,2,4,0,0,1,2,0,0,66,49,1.48,5,5,15,1.46,0,11,0,0,0
D. Ospina,1259,24860,51324,11713.4,0,0,0,0,0,0,0,0,0,0,0,0,39,32,1.62,0,2,1,1.0,0,1,8,6,0
D. Rose,811,2413,8292,1521.0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0.9,0,0,3,0.67,1,2,0,0,0
D. Sidibé,1007,4418,26196,5692.6,0,0,0,0,0,0,0,0,1,0,0,0,96,80,0.83,2,3,9,0.44,0,4,0,0,0
D. Subašić,834,19196,271494,11529.7,0,0,0,0,0,0,0,0,0,0,0,0,46,41,1.7799999999999998,0,0,1,1.0,0,1,5,5,0
D. Sánchez,1280,24860,515524,11713.4,0,0,0,0,0,0,0,0,1,0,0,0,75,62,1.65,0,12,19,1.4100000000000001,6,14,0,0,0
D. Tadić,948,34644,766,11843.7,0,1,0,2,1,1,1,0,2,0,0,0,52,42,1.6099999999999999,3,5,57,1.35,2,38,0,0,0
D. Tošić,960,34644,255060,11282.3,0,0,0,0,0,0,0,0,3,0,0,0,83,73,1.76,0,10,20,1.4,4,14,0,0,0
D. Vida,820,19196,138792,11529.7,0,0,0,0,0,0,0,0,0,0,0,0,72,56,1.54,0,6,12,0.44,3,4,0,0,0
D. Zakaria,307,6697,360992,1562.0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0.75,0,1,2,0.5,0,1,0,0,0
D. Ćaleta-Car,1082,9598,230626,5774.1,0,0,0,0,0,0,0,0,0,1,0,0,36,33,0.92,0,5,6,0.83,7,5,0,0,0
Daniel Carvajal,1522,3196,9002,11741.099999999999,0,1,0,1,0,1,0,0,2,0,0,0,118,105,1.77,0,5,33,1.38,0,23,0,0,0
Danilo,289,6380,70083,5902.4,0,0,0,0,0,0,0,0,0,0,0,0,54,48,0.89,0,2,9,0.67,1,6,0,0,0
David Silva,1623,4794,24951,16101.3,0,0,0,8,1,1,7,0,3,1,0,0,170,153,2.68,0,4,24,1.52,2,14,0,0,0
David de Gea,1620,4794,23730,17494.9,0,0,0,0,0,0,0,0,0,0,0,0,41,40,2.9,0,2,0,0.0,0,0,6,1,0
Diego Costa,1613,4794,13014,14598.900000000001,3,0,0,5,3,3,2,0,2,0,0,0,49,45,2.74,1,4,28,1.58,3,15,0,0,0
Douglas Costa,651,6380,105334,3184.0,0,1,0,0,0,0,0,0,0,0,0,0,29,25,0.86,0,0,19,0.74,0,14,0,0,0
E. Cavani,1446,47010,63522,17261.0,1,0,0,13,4,7,5,1,3,0,0,0,70,58,2.44,2,4,34,2.08,1,24,0,0,0
E. Davis,1183,35858,232728,11612.7,0,0,0,0,0,0,0,0,5,0,1,0,107,87,1.6099999999999999,0,5,17,1.05,4,9,0,0,0
E. Forsberg,1117,14094,102264,11717.9,0,0,0,5,1,4,1,0,2,0,0,0,42,35,1.6,0,9,36,1.02,1,19,0,0,0
E. Hajsafi,1576,32520,237744,13647.3,0,0,0,2,0,1,1,0,1,0,1,0,49,34,2.29,0,12,22,1.71,10,13,0,0,0
E. Hallfreðsson,1198,15678,42628,11539.6,0,0,0,1,0,0,1,0,3,0,1,0,62,54,1.74,0,8,36,1.0,0,18,0,0,0
E. Hazard,1075,11258,51414,9970.3,2,1,0,8,4,5,3,0,1,0,0,0,61,50,1.65,1,9,39,1.48,0,29,0,0,0
E. Kawashima,1253,25826,75792,11460.4,0,0,0,0,0,0,0,0,1,0,1,0,40,38,1.9100000000000001,0,2,0,0.0,0,0,10,7,0
E. Pérez,1726,24548,172468,7886.5,0,0,0,1,0,0,1,0,3,0,0,0,79,75,1.9100000000000001,1,3,14,0.8300000000000001,0,6,0,0,0
E. Salvio,789,24548,6890,9192.2,0,0,0,1,0,0,1,0,0,0,0,0,93,78,1.66,1,8,19,1.54,3,15,0,0,0
E. Skhiri,1133,32552,493892,11587.9,0,0,0,0,0,0,0,0,6,0,0,0,85,78,1.83,0,5,37,1.05,1,19,0,0,0
E. Álvarez,1057,30946,896420,7978.799999999999,0,0,0,0,0,0,0,0,1,0,0,0,69,61,1.6400000000000001,1,13,19,0.97,4,10,0,0,0
Essam El Hadary,925,16129,120269,6070.8,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0.82,0,3,0,0.0,0,0,7,5,0
F. Armani,1093,12274,90991,5792.8,0,0,0,0,0,0,0,0,0,0,0,0,20,14,0.7,0,3,0,0.0,1,0,3,2,0
F. Baloy,825,17929,112679,1571.0,1,0,0,1,1,1,0,0,0,0,0,0,17,17,1.0,0,2,1,1.0,0,1,0,0,0
F. Ben Mustapha,1124,32552,241568,10687.9,0,0,0,0,0,0,0,0,0,0,0,0,34,29,1.68,0,5,3,0.33,3,1,12,7,0
F. Ben Youssef,1131,32552,418708,11587.9,0,0,0,3,0,1,0,2,2,0,0,0,60,43,1.43,2,9,15,1.3,6,11,0,0,0
F. Bradarić,1083,9598,231713,1803.3,0,0,0,0,0,0,0,0,0,0,0,0,11,11,1.0,0,1,1,0.0,1,0,0,0,0
F. Calvo,905,33742,251024,7420.7,0,0,0,1,0,1,0,0,1,0,1,0,44,35,1.55,0,7,20,1.5899999999999999,4,13,0,0,0
F. Delph,812,2413,8464,1941.0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,0.88,0,0,7,0.43,0,3,0,0,0
F. Escobar,1192,35858,547366,11612.7,0,0,0,1,1,1,0,0,6,0,1,0,68,62,1.81,0,9,13,1.1,3,7,0,0,0
F. Fajr,1482,32432,51776,2664.0,0,1,0,0,0,0,0,0,3,0,0,0,21,18,1.67,0,0,7,0.7,0,2,0,0,0
F. Kostić,966,34644,255592,5639.6,0,0,0,1,0,0,1,0,1,0,0,0,25,15,0.91,0,3,20,0.98,1,12,0,0,0
F. Kudryashov,1346,28716,203294,6345.5,0,0,0,0,0,0,0,0,3,0,0,0,42,38,1.9,0,1,9,0.79,0,3,0,0,0
F. Muslera,1449,47010,97923,17402.5,0,0,0,0,0,0,0,0,0,0,0,0,51,47,2.75,0,3,0,0.0,0,0,7,7,0
F. Sassi,1128,32552,241706,9482.8,1,0,0,4,1,4,0,0,4,0,1,0,94,81,1.73,0,6,21,0.88,0,9,0,0,0
F. Schär,1011,13394,100204,11769.4,0,0,0,1,0,0,0,1,2,0,1,0,125,106,1.69,0,11,18,1.46,7,13,0,0,0
F. Smolov,1359,43074,305121,7354.0,0,0,0,0,0,0,0,0,3,2,1,0,43,34,2.41,1,1,36,2.0100000000000002,0,24,0,0,0
F. Uzoho,2022,50469,856473,17442.3,0,0,0,0,0,0,0,0,0,0,0,0,44,33,2.35,0,3,0,0.0,2,0,10,6,0
Fahad Al Muwallad,1471,49563,367869,11667.599999999999,0,0,0,2,0,2,0,0,4,2,0,0,20,14,1.96,0,2,24,2.19,0,15,0,0,0
Fernandinho,943,12760,210678,2586.0,0,0,0,2,0,2,0,0,2,0,0,0,19,19,2.0,0,4,5,1.5,0,3,0,0,0
Fágner,647,6380,40707,5947.8,0,0,0,0,0,0,0,0,0,0,0,0,82,77,0.94,0,2,6,0.83,1,5,0,0,0
G. De Arrascaeta,951,31340,426728,5505.2,0,0,0,0,0,0,0,0,1,0,0,0,44,38,1.71,0,2,16,1.1400000000000001,1,10,0,0,0
G. González,901,33742,250572,11924.5,0,0,0,2,1,0,0,2,1,0,0,0,52,46,1.77,0,10,8,0.57,5,4,0,0,0
G. Gómez,1171,35858,118166,10041.7,0,0,0,0,0,0,0,0,1,0,0,0,75,75,2.0,0,8,9,1.17,1,5,0,0,0
G. Haraguchi,1255,25826,189300,10260.599999999999,0,0,0,1,0,0,1,0,2,0,0,0,56,48,1.69,0,9,38,1.13,4,23,0,0,0
G. Higuaín,1869,36822,9969,8969.1,0,0,0,3,2,2,1,0,2,0,0,0,37,31,2.6100000000000003,1,3,15,2.36,1,8,0,0,0
G. Krychowiak,1304,27738,51074,11708.4,1,0,0,2,1,1,0,1,3,0,1,0,126,108,1.71,0,7,33,1.28,0,21,0,0,0
G. Mercado,1724,24548,172440,11564.8,0,1,0,0,0,0,0,0,4,0,1,0,91,74,1.63,0,9,24,1.26,1,15,0,0,0
G. Ochoa,1040,30946,51632,11461.4,0,0,0,0,0,0,0,0,0,0,0,0,43,37,1.72,0,2,1,1.0,1,1,17,16,0
G. Shibasaki,1261,25826,189656,10499.7,0,0,0,0,0,0,0,0,2,0,0,0,118,100,1.6800000000000002,2,11,16,1.38,4,11,0,0,0
G. Shōji,1259,25826,189628,11460.4,0,0,0,0,0,0,0,0,0,0,0,0,130,125,1.93,0,4,19,1.52,7,14,0,0,0
G. Sigurðsson,1900,23517,232674,17431.4,1,0,0,9,5,8,1,0,2,0,0,0,97,75,2.31,6,10,65,1.65,0,35,0,0,0
G. Svensson,313,7047,32798,909.0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.0,0,2,1,0.0,3,0,0,0,0
G. Torres,357,17929,116997,1925.8,0,0,0,1,1,1,0,0,0,0,0,0,7,5,0.71,0,1,3,0.33,0,1,0,0,0
G. Varela,545,31340,232332,11600.3,0,0,0,0,0,0,0,0,0,0,0,0,97,91,1.87,0,6,18,1.23,1,11,0,0,0
G. Xhaka,1006,13394,99752,11769.4,1,0,0,2,1,0,2,0,1,0,0,0,150,134,1.78,0,5,21,0.74,3,8,0,0,0
G. dos Santos,769,15473,8297,1147.5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.75,0,1,3,0.33,0,1,0,0,0
Gabriel Jesus,947,12760,680772,10404.2,0,1,0,2,0,1,0,1,3,1,0,0,35,26,1.48,0,8,25,1.47,1,17,0,0,0
Gelson Martins,485,9905,227059,2225.2,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0.89,0,1,9,0.56,0,5,0,0,0
Gonçalo Guedes,595,19810,474068,10687.2,0,0,0,2,1,2,0,0,1,1,0,0,35,32,1.83,1,4,29,1.27,1,19,0,0,0
H. Ayala,275,15473,112777,5651.2,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0.88,0,5,3,0.67,6,2,0,0,0
H. Dalsgaard,1770,23136,169182,17268.300000000003,0,0,0,0,0,0,0,0,6,0,0,0,99,81,2.49,0,17,27,2.12,12,19,0,0,0
H. Halldórsson,1888,23517,171678,17431.4,0,0,0,0,0,0,0,0,0,0,0,0,54,41,2.31,0,4,2,0.5,2,1,14,9,0
H. Herrera,1047,30946,224918,11461.4,0,0,0,2,1,2,0,0,6,1,1,0,92,81,1.75,2,13,46,1.25,0,28,0,0,0
H. Kane,1183,4826,17434,9724.2,5,0,0,6,5,5,0,1,1,1,0,0,30,23,1.5499999999999998,4,4,15,1.25,1,9,0,0,0
H. Lloris,704,8836,50762,11581.9,0,0,0,0,0,0,0,0,0,0,0,0,32,29,1.81,0,1,0,0.0,2,0,4,3,0
H. Lozano,1053,30946,590312,8265.3,1,1,0,5,1,4,1,0,4,0,0,0,38,34,1.78,1,6,36,1.38,1,25,0,0,0
H. Magnússon,1903,23517,405621,17431.4,0,0,0,2,0,0,1,1,4,0,0,0,69,39,1.59,0,21,24,1.3900000000000001,12,12,0,0,0
H. Maguire,1181,4826,17306,11665.2,0,1,0,3,2,0,0,3,3,0,0,0,146,139,1.9,1,4,12,1.75,0,10,0,0,0
