match_id,team_id,team_name,player_id,player_name,playing_time,goals,assists,own_goals,total_shots,shots_on_target,rfoot_shots,lfoot_shots,header_shots,fouls,offsides,yellow_cards,red_cards,total_passes,acc_passes,pass_accuracy
2057972,7839,Iceland,37948,A. Finnbogason,5344.5,1,0,0,2,1,2,0,0,4,0,0,0,15,13,0.87
2057972,7839,Iceland,38084,B. Bjarnason,5765.5,0,0,0,1,0,1,0,0,4,0,0,0,16,11,0.69
2057972,7839,Iceland,51127,A. Skúlason,1201.0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.0
2057972,7839,Iceland,54451,B. Sævarsson,5765.5,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0.86
2057972,7839,Iceland,54495,B. Sigurðarson,421.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0
2057972,7839,Iceland,55983,R. Sigurðsson,5765.5,0,0,0,0,0,0,0,0,1,0,0,0,11,10,0.91
2057972,7839,Iceland,56146,R. Gíslason,1981.0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.0
2057972,7839,Iceland,57226,H. Halldórsson,5765.5,0,0,0,0,0,0,0,0,0,0,0,0,23,17,0.74
2057972,7839,Iceland,62221,K. Árnason,5765.5,0,0,0,0,0,0,0,0,3,0,0,0,13,11,0.85
2057972,7839,Iceland,77521,A. Gunnarsson,4564.5,0,0,0,0,0,0,0,0,1,0,0,0,17,12,0.71
2057972,7839,Iceland,77558,G. Sigurðsson,5765.5,0,0,0,3,1,2,1,0,0,0,0,0,22,17,0.77
2057972,7839,Iceland,135207,H. Magnússon,5765.5,0,0,0,1,0,0,1,0,1,0,0,0,15,5,0.33
2057972,12274,Argentina,3280,É. Banega,2521.0,0,0,0,2,1,1,1,0,0,0,0,0,54,46,0.85
2057972,12274,Argentina,3314,Á. di María,4504.5,0,0,0,0,0,0,0,0,0,0,0,0,36,31,0.86
2057972,12274,Argentina,3323,G. Higuaín,711.0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0.8
2057972,12274,Argentina,3355,J. Mascherano,5765.5,0,0,0,1,1,1,0,0,6,0,0,0,138,132,0.96
2057972,12274,Argentina,3359,L. Messi,5765.5,0,0,0,11,2,1,10,0,1,0,0,0,71,65,0.92
2057972,12274,Argentina,3445,E. Salvio,5765.5,0,0,0,1,0,0,1,0,0,0,0,0,76,64,0.84
2057972,12274,Argentina,3551,W. Caballero,5765.5,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0.94
2057972,12274,Argentina,8325,S. Agüero,5765.5,1,0,0,3,1,2,1,0,0,0,0,0,42,32,0.76
2057972,12274,Argentina,37732,L. Biglia,3244.5,0,0,0,2,0,1,0,1,0,0,0,0,50,47,0.94
